Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
70216,CXCL6 Promotes Renal Interstitial Fibrosis in Diabetic Nephropathy by Activating JAK/STAT3 Signaling Pathway,(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Diabetes;(HSC) Medicine - Pathology;(HSC) Medicine - Urology/Nephrology;,"Institute of Interdisciplinary Integrative Medicine Research, Shanghai University of Traditional Chinese Medicine, Shanghai, China; Central Laboratory, Putuo Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, China; Department of Drug Preparation, Hospital of TCM and Hui Nationality Medicine, Ningxia Medical University, Wuzhong, China; Department of Nephrology, Seventh People’s Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, China; School of Pharmacy and Biomolecular Sciences, Faculty of Science, Liverpool John Moores University, Liverpool, United Kingdom; Department of Pharmacy, Yueyang Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai University of Traditional Chinese Medicine, Shanghai, China;",Frontiers in Pharmacology,Frontiers,China;United Kingdom,Meng-Yao Sun;Su-Juan Wang;Xiao-Qin Li;Yu-Li Shen;Jian-Rao Lu;Xin-Hui Tian;Khalid Rahman;Li-Jun Zhang;Hua Nian;Hong Zhang,,Research Article;,2024-12-04,10.3389/fphar.2024.1530358,39712491.0,2019-03-25,10.3389/fphar.2019.00224,30967776.0,Retraction,Concerns/Issues about Data;Concerns/Issues about Image;Duplication of Data;Duplication of/in Image;Investigation by Journal/Publisher;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Unreliable Data;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/BA743618D3EF58AFDF68D70903D7E1
70215,COL10A1-DDR2 axis promotes the progression of pancreatic cancer by regulating MEK/ERK signal transduction,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Gastroenterology;(HSC) Medicine - Pathology;,"Department of Pathology, Guangdong Provincial People’s Hospital, Guangdong Academy of Medical Sciences, Guangzhou, Guangdong, China; Department of Pathology, School of Basic Medical Sciences, Southern Medical University, Guangzhou, Guangdong, China; Institute of Hematology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Department of General Surgery, The Third Affiliated Hospital of Southern Medical University, Guangzhou, Guangdong, China;",Frontiers in Oncology,Frontiers,China,Zhihui Wen;Jingbo Sun;Junjie Luo;Yun Fu;Yue Qiu;Yanyan Li;Yangwei Xu;Hongmei Wu;Qingling Zhang,,Research Article;,2024-12-09,10.3389/fonc.2024.1538142,39720568.0,2022-11-29,10.3389/fonc.2022.1049345,36530986.0,Retraction,Error in Data;Error in Image;Investigation by Journal/Publisher;Unreliable Data;,No,
70212,Safety Evaluation of Antituberculosis Drugs During Pregnancy: A Systematic Review and Meta-Analysis,(HSC) Medicine - Infectious Disease;(HSC) Medicine - Obstetrics/Gynecology;(HSC) Medicine - Pharmacology;,"Department of Pharmacy, Hangzhou Women's Hospital, Hangzhou, China; Department of Traditional Chinese Medicine (TCM) Gynecology, Hangzhou Women's Hospital, Hangzhou, China;",Frontiers in Surgery,Frontiers,China,Xiaomei Zhou;Guoying Fang;Yaqing Xie;Anqi Wei;Feixiang Huang,,Meta-Analysis;Research Article;,2024-12-17,10.3389/fsurg.2024.1540233,39744084.0,2022-04-04,10.3389/fsurg.2022.871321,35449551.0,Retraction,Concerns/Issues about Article;Investigation by Journal/Publisher;Objections by Author(s);,No,
70211,Endothelial-Monocyte Activating Polypeptide II Suppresses the In Vitro Glioblastoma-Induced Angiogenesis by Inducing Autophagy,(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Neurology;,"Department of Neurobiology, College of Basic Medicine, China Medical University, Shenyang, China; Key Laboratory of Medical Cell Biology, Ministry of Education of China, China Medical University, Shenyang, China; Key Laboratory of Cell Biology, Ministry of Public Health of China, China Medical University, Shenyang, China; Department of Neurosurgery, Shengjing Hospital of China Medical University, Shenyang, China; Liaoning Research Center for Translational Medicine in Nervous System Disease, Shenyang, China;",Frontiers in Molecular Neuroscience,Frontiers,China,Zhiqing Li;Jun Ma;Libo Liu;Xiaobai Liu;Ping Wang;Yunhui Liu;Zhen Li;Jian Zheng;Jiajia Chen;Wei Tao;Yixue Xue,,Research Article;,2024-12-18,10.3389/fnmol.2024.1543503,39744542.0,2017-06-27,10.3389/fnmol.2017.00208,28701921.0,Retraction,Concerns/Issues about Data;Concerns/Issues about Image;Duplication of Data;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Investigation by Third Party;,No,See also: https://pubpeer.com/publications/88643791A2661D4BF4B32AC58024CE
70210,ZFP36 Binds With PRC1 to Inhibit Tumor Growth and Increase 5-Fu Chemosensitivity of Hepatocellular Carcinoma,(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Gastroenterology;(HSC) Medicine - Pathology;,"Zhejiang Provincial Key Laboratory of Imaging Diagnosis and Minimally Invasive Intervention Research, Lishui Hospital of Zhejiang University, The Fifth Affiliated Hospital of Wenzhou Medical University, Lishui, China; Department of Radiology, Lishui Hospital of Zhejiang University, The Fifth Affiliated Hospital of Wenzhou Medical University, Lishui, China;",Frontiers in Molecular Biosciences,Frontiers,China,Weiqian Chen;Minjiang Chen;Zhongwei Zhao;Qiaoyou Weng;Jingjing Song;Shiji Fang;Xulu Wu;Hailin Wang;Dengke Zhang;Weibin Yang;Zufei Wang;Min Xu;Jiansong Ji,,Research Article;,2025-01-22,10.3389/fmolb.2025.1561889,39917411.0,2020-07-13,10.3389/fmolb.2020.00126,32766276.0,Retraction,Concerns/Issues about Data;Concerns/Issues about Image;Duplication of Data;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);,No,See also: https://pubpeer.com/publications/16AFC0120C08B7137EE462C236C0E3
70209,Postoperative Pulmonary Complications in Patients With Transcatheter Tricuspid Valve Implantation—Implications for Physiotherapists,(HSC) Medicine - Pulmonology;(HSC) Medicine - Surgery;,"Rehabilitation Medicine Center, Sichuan University West China Hospital, Chengdu, China; Key Laboratory of Rehabilitation Medicine in Sichuan Province, Chengdu, China; Department of Cardiovascular Surgery, Sichuan University West China Hospital, Chengdu, China; Department of Physiotherapy, MacLehose Medical Rehabilitation Centre, Hong Kong, Hong Kong SAR, China; Department of Physiotherapy, The Prince Charles Hospital, Queensland, QLD, Australia; Critical Care Research Group, The Prince Charles Hospital, Queensland, QLD, Australia; School of Health and Rehabilitation Sciences, The University of Queensland, Queensland, QLD, Australia;",Frontiers in Cardiovascular Medicine,Frontiers,Australia;China;Hong Kong,Peng-Ming Yu;Yu-Qiang Wang;Ze-Ruxing Luo;Raymond C C Tsang;Oystein Tronstad;Jun Shi;Ying-Qiang Guo;Alice Y M Jones,,Research Article;,2025-01-24,10.3389/fcvm.2025.1563660,39925975.0,2022-05-19,10.3389/fcvm.2022.904961,35665252.0,Retraction,Concerns/Issues about Article;Duplication of/in Article;Euphemisms for Duplication;Investigation by Journal/Publisher;Objections by Author(s);,No,
70205,X-Linked Immunodeficient Mice With No Functional Bruton's Tyrosine Kinase Are Protected From Sepsis-Induced Multiple Organ Failure,(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Immunology;(HSC) Medicine - Pathology;(HSC) Medicine - Pharmacology;,"William Harvey Research Institute, Queen Mary University of London, London, United Kingdom; Sir William Dunn School of Pathology, University of Oxford, Oxford, United Kingdom; Department of Drug Science and Technology, University of Turin, Turin, Italy; Department of Anesthesiology and Intensive Care Medicine, Jena University Hospital, Jena, Germany; Septomics Research Center, Jena University Hospital, Jena, Germany;",Frontiers in Immunology,Frontiers,Germany;Italy;United Kingdom,Caroline E O'Riordan;Gareth S D Purvis;Debora Collotta;Nadine Krieg;Bianka Wissuwa;Madeeha H Sheikh;Gustavo Ferreira Alves;Shireen Mohammad;Lauren A Callender;Sina M Coldewey;Massimo Collino;David R Greaves;Christoph Thiemermann,,Research Article;,2025-01-27,10.3389/fimmu.2025.1561879,39995664.0,2020-10-06,10.3389/fimmu.2020.581758,33162995.0,Retraction,Concerns/Issues about Data;Duplication of Data;Euphemisms for Duplication;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Data;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/EBFAAFDC986E74A3380DD31788F68B
70143,Low-dose chest CT for diagnosing and assessing the extent of lung involvement of SARS-CoV-2 pneumonia using a semi quantitative score,(HSC) Medicine - Pulmonology;(HSC) Radiology/Imaging;,"Department of Radiology, La Timone Hospital, Assistance Publique des Hôpitaux de Marseille, Marseille, France; Aix-Marseille Université, UMR 7339, CNRS, Centre de Résonance Magnétique Biologique et Médicale-Centre d'Exploration Métaboliques par Résonance Magnétique, Assistance Publique-Hôpitaux de Marseille, Marseille, France; IHU-Méditerranée Infection, Marseille, France; Aix Marseille Univ, IRD, APHM, MEPHI, Marseille, France; Aix Marseille Univ, IRD, APHM, SSA, VITROME, Marseille, France; Aix Marseille Univ, LIIE, Marseille, France; Aix Marseille Univ, CERIMED, Marseille, France;",PLoS One,PLoS,France,Thomas Leger;Alexis Jacquier;Pierre-Antoine Barral;Maxime Castelli;Julie Finance;Jean-Christophe Lagier;Matthieu Million;Philippe Parola;Philippe Brouqui;Didier Raoult;Axel Bartoli;Jean-Yves Gaubert;Paul Habert,https://retractionwatch.com/2022/12/13/plos-flags-nearly-50-papers-by-controversial-french-covid-researcher-for-ethics-concerns/;https://retractionwatch.com/?s=Didier+Raoult,Research Article;,2026-04-09,10.1371/journal.pone.0346849,41955183.0,2020-11-03,10.1371/journal.pone.0241407,33141845.0,Retraction,Concerns/Issues about Human Subject Welfare;Conflict of Interest;Investigation by Company/Institution;Investigation by Journal/Publisher;Lack of IRB/IACUC Approval and/or Compliance;Objections by Author(s);Upgrade/Update of Prior Notice(s);,No,
70142,Coxiella burnetii in Humans and Ticks in Rural Senegal,(BLS) Parasitology;(HSC) Medicine - Infectious Disease;,"URMITE, UMR IRD 198/CNRS 6236, Mediterranean University, Medical Faculty, Marseille, France;",PLoS Neglected Tropical Diseases,PLoS,France,Oleg Mediannikov;Florence Fenollar;Cristina Socolovschi;Georges Diatta;Hubert Bassene;Jean-François Molez;Cheikh Sokhna;Jean-François Trape;Didier Raoult,https://retractionwatch.com/?s=Didier+Raoult;https://retractionwatch.com/2022/12/13/plos-flags-nearly-50-papers-by-controversial-french-covid-researcher-for-ethics-concerns/,Research Article;,2026-04-09,10.1371/journal.pntd.0014195,41955181.0,2010-04-06,10.1371/journal.pntd.0000654,20386603.0,Retraction,Concerns/Issues about Human Subject Welfare;Concerns/Issues about Methods;Conflict of Interest;Investigation by Company/Institution;Investigation by Journal/Publisher;Objections by Author(s);Upgrade/Update of Prior Notice(s);,No,
70141,Molecular Detection of Eukaryotes in a Single Human Stool Sample from Senegal,(BLS) Biology - Molecular;(BLS) Microbiology;(HSC) Medicine - Gastroenterology;,"URMITE UMR-IRD 198, IHU Méditerranée Infection, Aix-Marseille Université, Marseille, France;",PLoS One,PLoS,France,Ibrahim Hamad;Cheikh Sokhna;Didier Raoult;Fadi Bittar,https://retractionwatch.com/2022/12/13/plos-flags-nearly-50-papers-by-controversial-french-covid-researcher-for-ethics-concerns/;https://retractionwatch.com/?s=Didier+Raoult,Research Article;,2026-04-07,10.1371/journal.pone.0346619,41945501.0,2012-07-13,10.1371/journal.pone.0040888,22808282.0,Retraction,Concerns/Issues about Human Subject Welfare;Concerns/Issues about Methods;Conflict of Interest;Investigation by Company/Institution;Investigation by Journal/Publisher;Lack of IRB/IACUC Approval and/or Compliance;Objections by Author(s);Upgrade/Update of Prior Notice(s);,No,
