Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
68828,Scutellarein suppresses Aβ‑induced memory impairment via inhibition of the NF‑κB pathway in vivo and in vitro,(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Neuroscience;(BLS) Plant Biology/Botany;(BLS) Toxicology;(HSC) Medicine - Neurology;,"School of Pharmaceutical Sciences, Changchun University of Chinese Medicine, Changchun, Jilin 130107, P.R. China;",Oncology Letters,Spandidos,China,Xiaowei Huang;Yan Xu;Xin Sui;He Lin;Jiaming Xu;Dong Han;Doudan Ye;Guangfu Lv;Yuexin Liu;Xiaobo Qu;Minghua Duan,,Research Article;,2025-11-26,10.3892/ol.2025.15403,41358273.0,2019-04-18,10.3892/ol.2019.10274,31186780.0,Retraction,Author Unresponsive;Euphemisms for Plagiarism;Investigation by Journal/Publisher;Investigation by Third Party;Plagiarism of Data;Plagiarism of Image;,No,
68785,"Platelet-derived growth factor BB mediates the glioma-induced migration of bone marrow-derived mesenchymal stem cells by promoting the expression of vascular cell adhesion molecule-1 through the PI3K, P38 MAPK and NF-κB pathways",(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Department of Neurosurgery, Shengjing Hospital of China Medical University, Shenyang, Liaoning 110004, P.R. China; Department of Neurosurgery, The First Hospital of China Medical University, Shenyang, Liaoning 110001, P.R. China; Department of Neurobiology, College of Basic Medicine, China Medical University, Shenyang, Liaoning 110001, P.R. China;",Oncology Reports,Spandidos,China,Yi Hu;Peng Cheng;Jiang-Chun Ma;Yi-Xue Xue;Yun-Hui Liu,,Research Article;,2025-12-08,10.3892/or.2025.9037,41384304.0,2013-10-02,10.3892/or.2013.2780,24100802.0,Retraction,Author Unresponsive;Concerns/Issues about Data;Concerns/Issues about Image;Duplication of Data;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Data;,No,See also: https://pubpeer.com/publications/C686FB12B60DE9A0846EECB32BC1A5
68114,Potamogeton perfoliatus L. Extract Attenuates Neuroinflammation and Neuropathic Pain in Sciatic Nerve Chronic Constriction Injury-Induced Peripheral Neuropathy in Rats,(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Neuroscience;(BLS) Plant Biology/Botany;(BLS) Toxicology;,"Department of Pharmacology and Toxicology, Faculty of Pharmacy, Zagazig University, Zagazig, Egypt; Department of Anatomy and Embryology, Faculty of Medicine, Zagazig University, Zagazig, Egypt; College of Engineering and Technology, American University of the Middle East, Egaila, Kuwait; Department of Pharmacognosy, Faculty of Pharmacy, Zagazig University, Zagazig, Egypt; African Genome Center, Mohammed VI Polytechnic University (UM6P), Ben Guerir, Morocco; Department of Phytochemistry and Plant Systematics, Pharmaceutical Division, National Research Centre, Dokki, Cairo, Egypt; AgroBioSciences Research, Mohammed VI Polytechnic University, Ben-Guerir, Morocco;",Frontiers in Pharmacology,Frontiers,Egypt;Kuwait;Morocco,Mona F Mahmoud;Samar Rezq;Amira E Alsemeh;Mohamed A O Abdelfattah;Assem M El-Shazly;Rachid Daoud;Mohamed A El Raey;Mansour Sobeh,,Research Article;,2024-10-27,10.3389/fphar.2024.1515818,39529887.0,2021-12-19,10.3389/fphar.2021.799444,34987408.0,Retraction,Concerns/Issues about Image;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/808216C18074FD9BB9E99399D369FE
68113,"Syzygium aqueum: A Polyphenol- Rich Leaf Extract Exhibits Antioxidant, Hepatoprotective, Pain-Killing and Anti-inflammatory Activities in Animal Models",(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Plant Biology/Botany;(BLS) Toxicology;,"Institute of Pharmacy and Molecular Biotechnology, Heidelberg University, Heidelberg, Germany; Department of Pharmacology and Toxicology, Faculty of Pharmacy, Zagazig University, Zagazig, Egypt; Department of Chemical Sciences, University of Naples Federico II, Naples, Italy; Department of Pharmacognosy, Faculty of Pharmacy, Ain Shams University Abbassia, Cairo, Egypt; Department of Pharmacognosy, Faculty of Pharmacy, Zagazig University, Zagazig, Egypt; Department of Pharmacology and Toxicology, Faculty of Pharmacy, King Abdulaziz University, Jeddah, Saudi Arabia;",Frontiers in Pharmacology,Frontiers,Egypt;Germany;Italy;Saudi Arabia,Mansour Sobeh;Mona F Mahmoud;Ganna Petruk;Samar Rezq;Mohamed L Ashour;Fadia S Youssef;Assem M El-Shazly;Daria M Monti;Ashraf B Abdel-Naim;Michael Wink,,Research Article;,2024-10-28,10.3389/fphar.2024.1515827,39534089.0,2018-06-04,10.3389/fphar.2018.00566,29922158.0,Retraction,Concerns/Issues about Animal Welfare;Duplication of/in Image;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Data;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/60EEF426039EDDFE3D307C2A0C0A71
67983,Dynamics of natural product Lupenone as a potential fusion inhibitor against the spike complex of novel Semliki Forest Virus,(BLS) Biochemistry;(HSC) Medicine - Infectious Disease;(HSC) Medicine - Pharmacology;,"Department of Microbiology, Ramakrishna Mission Vivekananda Centenary College, West Bengal, India; Department of Health Sciences, Novel Global Community Educational Foundation, Hebersham, NSW, Australia; Department of Microbiology, Adamas University, Kolkata, India; Microbiology Division, Department of Botany, Gauhati University, Guwahati, Assam, India; Department of Microbiology, St. Xavier’s Autonomous College, Kolkata, India; Department of Science and Engineering, Novel Global Community Educational Foundation, Hebersham, NSW, Australia; AFNP Med Austria, Wien, Austria; Department of Life Sciences, Presidency University, Kolkata, West Bengal, India; Department of Bioengineering and Technology, GUIST, Gauhati University, Guwahati, Assam, India; Department of Medical Elementology and Toxicology, Jamia Hamdard, Delhi, India; Amity Institute of Neuropsychology and Neurosciences, Amity University, Noida, India; The Material Science Research Institute, King Abdulaziz City for Science and Technology (KACST), Riyadh, Saudi Arabia;",PLoS One,PLoS,Australia;Austria;India;Saudi Arabia,Nobendu Mukerjee;Anubhab Das;Swastika Maitra;Arabinda Ghosh;Prattusha Khan;Athanasios Alexiou;Abhijit Dey;Debabrat Baishya;Faizan Ahmad;Punya Sachdeva;Muhanna K Al-Muhanna,,Research Article;,2025-11-10,10.1371/journal.pone.0336280,41212829.0,2022-02-25,10.1371/journal.pone.0263853,35213606.0,Retraction,Concerns/Issues about Image;Concerns/Issues about Results and/or Conclusions;Concerns/Issues about Peer Review;Conflict of Interest;Error in Methods;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);,No,See also: https://pubpeer.com/publications/51F9F0AB5E4D19F8F7FFA3D33E04C2
67712,The Anticancer Potential of Chlorine Dioxide in Small-Cell Lung Cancer Cells,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Molecular;(BLS) Toxicology;,"Department of Chemistry, Faculty of Arts and Sciences, Sakarya University, Sakarya, Turkey; Medical Oncology, Istinye University, VM Medical Park Pendik Hospital, Istanbul, Turkey; Department of Medical Biology, Faculty of Medicine, Sakarya University, Sakarya, Turkey; Department of Gynecologic Oncology, Faculty of Medicine, Kocaeli University, Kocaeli, Turkey;",Cureus,Cureus (Part of Springer Nature as of December 2022),Turkey,Salih Zeki Yıldız;Cemil Bilir;Gamze Guney Eskiler;Filiz Bilir,,Research Article;,2025-10-16,10.7759/cureus.r194,41113893.0,2022-10-06,10.7759/cureus.29989,36381770.0,Retraction,Error in Methods;Investigation by Journal/Publisher;Objections by Author(s);Unreliable Results and/or Conclusions;,No,
67525,Age Related Changes in NAD+ Metabolism Oxidative Stress and Sirt1 Activity in Wistar Rats,(BLS) Biochemistry;(BLS) Biology - Cellular;,"Department of Pharmacology, School of Medical Sciences, Faculty of Medicine, University of New South Wales, Sydney, Australia; St Vincent’s Centre for Applied Medical Research, Sydney, Australia; Retinal and Developmental Neurobiology Lab, Discipline of Anatomy and Histology, School of Medical Sciences, University of Sydney, Australia; Bioanalytical Mass Spectrometry Facility, University of New South Wales, Sydney, Australia, 5 Australasian Research Institute, Sydney Adventist Hospital, Sydney, Australia;",PLoS One,PLoS,Australia,Nady Braidy;Gilles J Guillemin;Hussein Mansour;Tailoi Chan-Ling;Anne Poljak;Ross Grant,https://retractionwatch.com/2023/06/27/exclusive-researcher-has-ceased-employment-at-university-amid-investigation-and-retraction/,Research Article;,2024-11-13,10.1371/journal.pone.0313921,39536040.0,2011-04-26,10.1371/journal.pone.0019194,21541336.0,Retraction,Concerns/Issues about Image;Duplication of/in Image;Euphemisms for Duplication;Original Data and/or Images not Provided and/or not Available;Upgrade/Update of Prior Notice(s);,No,
67111,"Eucommia ulmoides Cortex, Geniposide and Aucubin Regulate Lipotoxicity through the Inhibition of Lysosomal BAX",(BLS) Biochemistry;(BLS) Plant Biology/Botany;(BLS) Toxicology;,"Department of Pharmacology and Cardiovascular Research Institute, Medical School, Chonbuk National University, Jeonju, Republic of Korea; College of Pharmacy, Yonsei Institute of Pharmaceutical Sciences, Yonsei University, Incheon, Korea; Department of Dental Pharmacology and Wonkwang Dental Research Institute, School of Dentistry, Wonkwang University, Iksan, Republic of Korea;",PLoS One,PLoS,South Korea,Geum-Hwa Lee;Mi-Rin Lee;Hwa-Young Lee;Seung Hyun Kim;Hye-Kyung Kim;Hyung-Ryong Kim;Han-Jung Chae,,Research Article;,2025-09-22,10.1371/journal.pone.0332764,40982402.0,2014-02-19,10.1371/journal.pone.0088017,24586300.0,Retraction,Concerns/Issues about Image;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Objections by Author(s);Original Data and/or Images not Provided and/or not Available;Unreliable Image;Unreliable Results and/or Conclusions;,No,
67109,Evaluation of chemopreventive effects of Acanthus ilicifolius against azoxymethane-induced aberrant crypt foci in the rat colon,(BLS) Biochemistry;(BLS) Plant Biology/Botany;(BLS) Toxicology;,"Department of Biomedical Science, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia; Department of Pharmacology, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia; Department of Biochemistry, Faculty of Medicine, Sana'a, Yemen;",PLoS One,PLoS,Malaysia;Yemen,Amel A Almagrami;Mohammed A Alshawsh;Riyadh Saif-Ali;Abdrabuh Shwter;Sameer D Salem;Mahmood Ameen Abdulla,,Research Article;,2025-09-22,10.1371/journal.pone.0332843,40982422.0,2014-05-12,10.1371/journal.pone.0096004,24819728.0,Retraction,Concerns/Issues about Image;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Objections by Author(s);Original Data and/or Images not Provided and/or not Available;Unreliable Data;,No,
67028,Adult neural stem cells expressing IL-10 confer potent immunomodulation and remyelination in experimental autoimmune encephalitis,(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Genetics;(BLS) Microbiology;(HSC) Medicine - Neurology;,"Department of Neurology, Thomas Jefferson University, Philadelphia, Pennsylvania, USA; Department of Pharmacology, Dalian Medical University, Dalian, People’s Republic of China; Institute of Brain Science and Department of Neurology, Shanxi Datong University, Datong, People’s Republic of China; Department of Pathology, Thomas Jefferson University, Philadelphia, Pennsylvania, USA;",The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation,China;United States,Jingxian Yang;Zhilong Jiang;Denise C Fitzgerald;Cungen Ma;Shuo Yu;Hongmei Li;Zhao Zhao;Yonghai Li;Bogoljub Ciric;Mark Curtis;Abdolmohamad Rostami;Guang-Xian Zhang,,Research Article;,2025-09-16,10.1172/JCI198608,40955657.0,2009-11-02,10.1172/JCI37914,19884657.0,Retraction,Concerns/Issues about Data;Error in Image;Objections by Author(s);,No,
67027,Activation of Rac1 by Src-dependent phosphorylation of Dock180Y1811 mediates PDGFRα-stimulated glioma tumorigenesis in mice and humans,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;,"Cancer Institute, University of Pittsburgh, Pittsburgh, Pennsylvania, USA; Department of Pathology, University of Pittsburgh, Pittsburgh, Pennsylvania, USA; Department of Medicine, University of Pittsburgh, Pittsburgh, Pennsylvania, USA; Department of Radiation Oncology, University of Pittsburgh, Pittsburgh, Pennsylvania, USA; Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, Pennsylvania, USA; State Key Laboratory of Experimental Hematology, Institute of Hematology and Blood Diseases Hospital, Center for Stem Cell Medicine, Chinese Academy of Medical Sciences and Peking Union Medical College, Tianjin, China; Department of Neurological Surgery, Veteran General Hospital, Taichung, Taiwan; Cell Signaling Technology Inc., Danvers, Massachusetts, USA; Ludwig Institute for Cancer Research and UCSD, School of Medicine, La Jolla, California, USA; Sanford-Burnham Medical Research Institute, La Jolla, California, USA; Department of Radiation Oncology, Mayo Clinic, Rochester, Minnesota, USA; Department of Neurosurgery, Kyorin University Faculty of Medicine, Tokyo, Japan; Department of Neurosurgery, Saitama Medical University, Saitama-ken, Japan;",The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation,China;Japan;Taiwan;United States,Haizhong Feng;Bo Hu;Kun-Wei Liu;Yanxin Li;Xinghua Lu;Tao Cheng;Jia-Jean Yiin;Songjian Lu;Susan Keezer;Tim Fenton;Frank B Furnari;Ronald L Hamilton;Kristiina Vuori;Jann N Sarkaria;Motoo Nagane;Ryo Nishikawa;Webster K Cavenee;Shi-Yuan Cheng,,Research Article;,2025-09-16,10.1172/JCI198611,40955664.0,2011-11-14,10.1172/JCI58559,22080864.0,Retraction,Error in Data;Error in Image;Objections by Author(s);,No,see also: https://pubpeer.com/publications/73C63F0E4CBF78178B866FD8DF4713
66767,Small molecule enoxacin is a cancer-specific growth inhibitor that acts by enhancing TAR RNA-binding protein 2-mediated microRNA processing,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Cancer Epigenetics and Biology Program, Bellvitge Biomedical Research Institute, 08908 L'Hospitalet, Barcelona, Catalonia, Spain; Translational Research Laboratory, Catalan Institute of Oncology, Bellvitge Biomedical Research Institute, 08908 L'Hospitalet Barcelona, Catalonia, Spain; Departments of Experimental Therapeutics and Cancer Genetics, M D Anderson Cancer Center, Houston, TX 77030; Bioinformatics Core Facility, CH-1015 Lausanne, Switzerland; Department of Pathology, Hospital Universitari de Bellvitge, Bellvitge Biomedical Research Institute, 08907 L'Hospitalet de Llobregat, Barcelona, Spain; Departamento de Bioquímica y Biología Molecular, Universidad de Alcalá, Alcalá de Henares, 28801 Alcalá de Henares, Madrid, Spain; Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA 02215; Department of Molecular Virology, Immunology and Medical Genetics and Comprehensive Cancer Center, Ohio State University, Columbus, OH 43210; Institucio Catalana de Recerca i Estudis Avançats, 08010 Barcelona, Catalonia, Spain",PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),Spain;Switzerland;United States,Sonia Melo;Alberto Villanueva;Catia Moutinho;Veronica Davalos;Riccardo Spizzo;Cristina Ivan;Simona Rossi;Fernando Setien;Oriol Casanovas;Laia Simo-Riudalbas;Javier Carmona;Jordi Carrere;August Vidal;Alvaro Aytes;Sara Puertas;Santiago Ropero;Raghu Kalluri;Carlo M Croce;George A Calin;Manel Esteller,http://retractionwatch.com/?s=sonia+melo;http://retractionwatch.com/?s=carlo+croce,Research Article;,2025-02-14,10.1073/pnas.2501333122,39951492.0,2011-02-28,10.1073/pnas.1014720108,21368194.0,Correction,Error in Image;Error in Text;Upgrade/Update of Prior Notice(s);,No,
